OGs,AM-AD-1,AM-AD-2,AM-F10-T1,AM-F10-T2,DA-AD-1,DA-AD-1T,DA-AD-2,DA-AD-3,DA-AD-3T,DA-AD-4,ES-AD-1,ES-AD-2,ES-AD-3,ES-AD-4,FR-AD-1,FR-AD-2,FR-AD-3,FR-AD-4,FR-AD-5,FR-AD-6,FR-AD-7,FR-AD-8,IT-AD-1,IT-AD-2,IT-AD-3,IT-AD-4,IT-AD-5,IT-AD-6,JP-AD-1,JP-AD-2,JP-AD-3,JP-AD-4,JP-AD-5,JP-AD-6,JP-AD-7,JP-AD-8,JP-AD-9,JP-IN-1,JP-IN-2,JP-IN-3,JP-IN-4
NOG67976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000142,0.0000533,0.00000394,0,0,0,0,0,0,0,0,0,0,0,0,0.000120823,0,0,0.000184742
NOG67984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000965,0,0,0
NOG68031,0.00000857,0.00000694,0,0.000126559,0,0,0,0,0,0,0.0000106,0,0.00000113,0.0000744,0.0000235,0,0,0,0,0,0,0,0.0000282,0.00000383,0.0000178,0,0,0,0.0000319,0.00000518,0,0.0000191,0.00000781,0,0,0.0000175,0,0,0.000617155,0.000451998,0.0000244
NOG68041,0.0000653,0.0000265,0.0000455,0.0000941,0.000240377,0.000108504,0.000134684,0.000101406,0.000125015,0.000227231,0.000200957,0.000273846,0.000140756,0.000226072,0.000237249,0.00024155,0.000239709,0.0000794,0.000224202,0.0000981,0.000110138,0.0000348,0.000132254,0.000107548,0.000104664,0.000311226,0.000133835,0.000118189,0.000420594,0.00018655,0.0000462,0.000268335,0.000173904,0.000341372,0.000753888,0.00012032,0.0000277,0,0,0,0.0000185
NOG68049,0,0,0,0.0000266,0,0.00000236,0.00000885,0,0,0,0,0.000005,0,0,0,0.00000762,0,0,0.000101191,0,0,0,0,0,0,0,0.0000119,0,0.00000335,0,0,0,0,0,0,0,0.0000158,0,0,0,0
NOG68051,0,0,0,0,0.0000052,0.0000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68057,0.000244151,0.000183772,0.0000621,0.0000852,0.002211991,0.001433167,0.000537585,0.000586013,0.000736477,0.001102923,0.000406915,0.002314798,0.002470142,0.000235006,0.0000927,0.000500529,0.000430627,0.000229521,0.000436578,0.000733139,0.0000138,0.000187117,0.000202063,0.00000269,0.000310385,0.002157674,0.000545784,0.00056948,0.000184777,0.000116744,0.000564799,0.000153667,0.000105385,0.000173003,0.000326826,0.00011249,0.000581266,0,0,0.000053,0.0000636
NOG68059,0,0,0,0.00000279,0.00000235,0,0.0000659,0.0000493,0.00000393,0,0.0000175,0,0.00000564,0.0000019,0,0,0,0.0000157,0,0.00000348,0,0.0000461,0,0,0.0000216,0,0,0,0,0,0,0,0,0.000022,0.000031,0,0,0,0,0.0000487,0
NOG68068,0,0,0,0.0000721,0.0000262,0.0000236,0,0.000094,0.0000318,0,0,0.0000142,0.00000249,0,0.0000147,0.0000243,0.0000126,0.0000336,0,0,0,0.0000504,0,0.0000302,0.0000347,0,0,0,0,0,0.000016,0,0,0,0,0,0.0000188,0,0,0,0
NOG68073,0,0,0.000109638,0.0000646,0.000469308,0.000133526,0.000133616,0.0000731,0.000137446,0.00018231,0.000402595,0.000373622,0.000483216,0.000111232,0.0000467,0.000172805,0.000415065,0.000221109,0.00017549,0.000184728,0.000385365,0.000120109,0.0000934,0.0000498,0.000147494,0.000575155,0.0000394,0.000319506,0.000162801,0.0000567,0.000116372,0.000245936,0.0000231,0.000330543,0.000177851,0.000247564,0.0000795,0,0,0,0
NOG68076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000257,0,0,0,0,0,0
NOG68077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000122,0,0,0,0,0,0,0,0
NOG68103,0,0,0,0,0,0,0,0,0,0,0,0.00000113,0.00000663,0.00000673,0.00000488,0.00000733,0,0,0,0.0000033,0,0.0000297,0,0,0,0,0,0,0,0.0000255,0,0,0,0.0000127,0,0,0,0,0,0.00000849,0
NOG68106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000728,0,0,0,0,0,0,0.0000223,0,0,0
NOG68107,0,0,0,0,0,0,0,0,0,0,0,0.00000465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000508,0,0,0,0,0,0,0,0
NOG68117,0,0.0000115,0,0,0,0,0,0,0,0.0000332,0,0.000144621,0.0000764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68133,0.00000483,0,0,0,0,0,0.0000158,0.0000148,0.00000442,0,0,0,0,0.000018,0.0000125,0.00000505,0,0.0000217,0.0000281,0,0.00000253,0.0000768,0.0000477,0,0.0000458,0.00000215,0.00000828,0.0000286,0,0.0000899,0,0.000191699,0,0,0.00000879,0.000017,0,0,0.000449125,0.0000291,0
NOG68140,0,0,0,0.00000299,0.0000016,0.0000155,0.0000451,0.0000159,0,0.0000111,0.00017577,0.00000264,0.0000528,0.0000214,0,0.000038,0.0000295,0.0000104,0,0,0.000164499,0.0000299,0.0000176,0,0.0000229,0,0.0000112,0,0.0000281,0,0,0.0000294,0,0.000155083,0.00011033,0.000144182,0.0000152,0,0,0,0
NOG68151,0,0,0,0,0,0,0,0,0,0,0,0.0000205,0.00000529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000901,0.0000805,0.000106839,0.0000485,0,0,0,0,0,0,0.0000133,0,0,0
NOG68162,0.0000255,0.0000127,0.0000144,0,0,0,0.0000743,0.000042,0.0000061,0,0.00000891,0,0.00000592,0.0000824,0,0.0000316,0.000035,0,0,0,0.00000873,0.00000717,0.0000224,0.0000182,0,0,0.00000922,0,0,0,0.0000279,0.00000588,0,0,0,0.00000648,0,0,0,0,0
NOG68163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000025,0
NOG68174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000489,0,0.00000739,0,0.00000725,0,0,0,0,0.0000119,0,0.0000414,0.00000583,0,0.0000565,0,0,0,0
NOG68179,0,0,0,0,0,0,0,0,0,0.0000142,0,0.00000609,0,0,0,0,0,0,0,0.0000141,0,0,0,0,0,0.0000342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000608,0,0,0,0,0,0.000129681,0,0,0.00000936,0,0,0.0000255,0.00000456,0,0,0,0,0,0.0000102,0.000129937,0.0000165,0,0.000221169
NOG68188,0,0.0000218,0,0,0,0,0.0000103,0,0.00000214,0,0.00000467,0.000130563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68206,0,0,0,0,0,0,0,0.00000706,0,0,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000136,0,0,0.000039,0,0,0,0,0,0,0,0,0,0,0,0
NOG68226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68240,0,0,0.00000689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68243,0,0,0.0000241,0.0000124,0.0000516,0.0000276,0.000103074,0.0000158,0.0000988,0,0.000443263,0.000023,0.000205733,0.000157529,0.0000191,0.0000843,0.000348313,0.000116479,0.0000179,0.00000776,0.0000655,0.000157459,0.000226819,0.000023,0.000156642,0.00000869,0.0000514,0.0000235,0.000335987,0.0000196,0.0000845,0.00003,0.000124566,0.000278948,0.000333939,0.0000933,0.000118896,0,0,0,0
NOG68258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000102,0.0000172,0,0.0000137,0,0,0,0,0,0,0
NOG68260,0,0,0,0.0000151,0,0,0,0,0.0000109,0,0.00000642,0.00000514,0.000012,0,0.0000278,0,0.0000904,0,0,0,0,0,0.00000635,0,0,0,0,0,0,0,0,0,0.00000732,0.0000364,0.0000193,0.0000403,0,0,0,0,0.0000625
NOG68264,0,0,0,0,0.00000232,0,0,0,0,0.00000525,0,0.000013,0,0,0,0,0.0000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000671,0,0,0,0.00000273,0.00000296,0.0000216,0,0,0.0000217,0,0,0,0,0,0,0,0,0,0,0.00000973,0,0,0.000177292
NOG68279,0,0,0,0,0,0,0,0,0,0.00000402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68285,0,0,0.0000139,0,0,0.00000479,0,0,0,0.00000815,0,0,0,0,0,0,0,0.000023,0,0,0,0,0,0,0.0000035,0,0,0,0.0000261,0,0,0.00000451,0,0,0.0000288,0,0,0,0,0,0
NOG68299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000221,0.00000954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68302,0,0,0,0,0,0,0.00000617,0,0,0,0,0,0.000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68329,0.000210787,0.00000913,0.0000465,0.0000753,0,0,0.0000125,0.000024,0,0.00000818,0.00000482,0.00000609,0,0,0.00000224,0.0000138,0,0.0000213,0.00013521,0.00000589,0,0.000104242,0.0000669,0.0000259,0.0000531,0.00000166,0.000024,0.00001,0.00000642,0.0000127,0.0000102,0.00000605,0.000123689,0.0000119,0,0.0000178,0,0.0000154,0.000657208,0.000524866,0.0000856
NOG68338,0,0,0.000131578,0.0000815,0.000302603,0.000171754,0.000281335,0.000696591,0.000415341,0.000312245,0.000511505,0.000549027,0.000256861,0.000384318,0.000327292,0.000505487,0.001100814,0.000119516,0.000438602,0.000271552,0.000325108,0.000364795,0.000287933,0.000194,0.000322051,0.000221438,0.000358749,0.000302025,0.000304528,0.0000355,0.000119033,0.000111268,0.0000987,0.000719843,0.000288956,0.001001648,0.00022867,0,0,0,0
NOG68339,0,0,0.000474894,0.000515461,0.000225037,0.000118603,0.000501184,0.00012649,0.000531987,0.000136628,0.001093413,0.000122994,0.000305997,0.000134115,0.00014497,0.0000974,0.00032067,0.00018535,0.000139511,0.000213311,0.0000295,0.000178808,0.000343988,0,0.0000415,0.0000974,0.0000302,0.0000849,0.000308442,0.00000852,0.0000516,0,0.0000525,0.000025,0.000436757,0.001329665,0.000126306,0,0,0,0
NOG68340,0,0,0.0000312,0.0000336,0.00019234,0.00011824,0.0000661,0.00000159,0.0000243,0.0000331,0.000210919,0.000180862,0.000153906,0.0000605,0.0000652,0.0000649,0.000145556,0.0000703,0.0000976,0.0000619,0.0000391,0.000101954,0.0000704,0.0000191,0.0000665,0.000084,0.00000636,0.00000374,0.000152242,0,0.0000564,0.0000721,0.0000799,0.0000571,0.0000909,0.00023309,0.000102287,0,0,0,0
NOG68351,0,0,0.0000289,0,0.0000254,0.0000151,0.0000504,0.0000163,0.0000355,0,0.000277952,0.0000196,0.0000617,0.0000333,0.0000132,0.0000461,0.000135766,0.0000146,0,0.0000723,0.000126957,0.0000103,0.0000583,0,0.0000281,0,0.00000961,0.0000422,0.000101788,0,0.000034,0.000109383,0.0000707,0.000222782,0.00014906,0.0000593,0.0000585,0,0,0,0
NOG68353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000187,0,0,0,0,0,0,0,0
NOG68361,0.000018,0,0,0,0,0,0,0,0.0000204,0,0,0,0,0,0,0.000018,0,0,0,0,0.0000242,0,0,0,0,0,0,0,0.0000273,0,0,0,0,0,0,0,0,0,0,0,0
NOG68373,0,0,0.00000774,0.0000184,0.000294472,0.000342409,0.0000532,0.0000402,0.0000818,0.000156132,0.000266067,0.000409098,0.000262644,0.0000843,0.0000833,0.000127645,0.000211,0.0000531,0.0000777,0.0000912,0.0000699,0.000132006,0.0000243,0.0000295,0.0000403,0.000208484,0.0000594,0.0000694,0.000227257,0,0.00012605,0.000265465,0,0.000229887,0.000144488,0.000252223,0.0000742,0,0,0,0
NOG68377,0,0,0,0,0,0.00000178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000466,0,0,0,0,0,0.0000303,0,0,0,0,0,0,0,0
NOG68378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000186,0,0,0
NOG68386,0.00002,0.000066,0.0000211,0.00000994,0.00000799,0.00000751,0.00000113,0.00000218,0.00000695,0.0000375,0.00000109,0.00000274,0.00000406,0,0,0.00000786,0,0.0000339,0,0,0.00000777,0,0,0,0,0,0,0,0,0,0,0,0.0000692,0.0000263,0,0.00000442,0.0000393,0,0,0,0
NOG68387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68394,0.000145988,0.000100958,0.00000684,0.00000286,0.00000688,0.00000221,0.0000173,0.0000285,0,0.0000298,0.00000438,0,0.0000228,0.00000535,0.0000145,0,0.0000068,0.0000177,0,0.0000656,0.00005,0,0.00000388,0,0.0000274,0,0.0000316,0.00000391,0.0000164,0,0,0.0000258,0.00000419,0.00000638,0,0,0,0,0,0.0000135,0.00000569
NOG68397,0,0,0,0,0.0000979,0.0000262,0,0.0000938,0.000106275,0.0000467,0,0.000045,0.000122849,0,0,0.0000769,0,0,0.000114965,0.0000243,0,0,0,0,0,0.00027347,0.000058,0.000024,0,0.0000087,0,0,0,0,0,0,0,0,0,0,0
NOG68400,0,0,0,0.00000162,0,0,0.0000949,0.00000991,0.0000361,0,0.0000268,0,0,0.000027,0,0.00000952,0.0000258,0.0000211,0,0.000019,0.0000219,0.0000114,0,0,0.000012,0,0.00000789,0,0,0,0,0,0.0000182,0.000111917,0,0,0.000016,0,0,0,0
NOG68404,0,0.00000999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68409,0,0,0,0,0.000000748,0,0,0.00000692,0,0.000147189,0,0,0,0,0,0,0,0,0.00000865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68413,0,0,0,0,0,0.000000859,0,0,0.0000129,0.00000349,0,0.00000516,0,0,0,0,0.0000137,0,0,0,0,0,0,0.0000177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68425,0,0.00000756,0,0,0.0000155,0,0,0,0,0.0000159,0,0.0000588,0.00000397,0.0000295,0.0000116,0,0,0.0000119,0.0000204,0,0.0000212,0.000029,0,0,0,0,0,0,0,0,0,0,0,0.00000741,0,0.0000293,0.0000507,0,0.00000407,0,0.00000728
NOG68428,0.000264582,0.00070791,0.000533572,0.000573804,0.000256266,0.000188751,0.000323589,0.000525897,0.000695625,0.000323091,0.000229561,0.000191076,0.000193739,0.000637839,0.000416357,0.000455608,0.000168176,0.000628071,0.000294083,0.000538995,0.000803647,0.000406039,0.001975167,0.000240857,0.000383323,0.0000444,0.000837107,0.000551457,0.000283901,0.00048344,0.0000856,0.000320173,0.001145555,0.000274056,0.000483537,0.000344342,0.000195653,0,0.000145557,0.000491399,0.000286096
NOG68439,0.000317387,0.000208255,0.0000273,0.00012548,0.000167149,0.000231327,0.0000263,0.0000868,0.000081,0.0000913,0.0000335,0.000296275,0.000162673,0.0000181,0.000160246,0.0000718,0.0000164,0.000137263,0.00016455,0.000118405,0.00010181,0.000093,0.0000909,0.0000225,0.000067,0.000254121,0.0000319,0.000109715,0.0000266,0.0002462,0.000158493,0.000123093,0.000191175,0.0000923,0.000144075,0.0000421,0.000202653,0.0000171,0,0.00000361,0
NOG68448,0,0,0,0,0,0,0,0,0,0,0,0,0.00000567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000134,0,0,0,0,0,0.0000248
NOG68450,0,0.00000684,0.000187687,0.000195644,0.000401758,0.000298925,0.001023801,0.000301204,0.00083401,0.000601858,0.001036363,0.000209557,0.000654416,0.000585829,0.000220659,0.000822582,0.000998718,0.00060305,0.000257217,0.000310151,0.000322517,0.000619374,0.000324857,0.000233247,0.000414513,0.000746924,0.000472082,0.000404015,0.000729591,0.000133296,0.000405031,0.000211511,0.000399351,0.00136225,0.00047137,0.000494199,0.000929716,0,0,0,0
NOG68455,0.0000356,0,0,0,0,0.0000166,0,0,0,0,0,0.0000155,0,0,0,0,0,0,0,0.00000901,0,0,0.0000161,0,0,0,0.0000186,0,0.00000789,0.000032,0.0000354,0,0.0000685,0,0,0,0.0000291,0,0,0,0
NOG68459,0,0,0,0,0,0,0,0,0,0.0000207,0,0,0,0,0,0,0,0,0,0,0,0.00000888,0,0,0,0,0.0000137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000137,0,0,0,0.0000219,0.00000996,0,0.00000911,0,0.00000279,0,0.00000574,0,0,0,0,0,0,0,0,0,0,0,0,0.00000607,0,0,0
NOG68466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000893,0,0,0.0000649
NOG68471,0,0,0,0,0,0,0.00000521,0,0,0,0.00000821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000007
NOG68494,0,0,0.00000399,0.00000241,0.000138729,0.000163436,0.0000231,0.0000268,0.0000292,0.0000815,0.000245092,0.000239956,0.000150269,0.0000183,0.0000566,0.00000452,0.000109926,0,0.0000227,0.0000125,0.0000484,0.0000546,0.0000165,0,0.000031,0.00024333,0.0000215,0.0000246,0.0000985,0.0000266,0.0000122,0.00019505,0.00000692,0.0000303,0.000398353,0.000265044,0.0000783,0,0,0,0
NOG68495,0,0,0,0,0,0,0.0000135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000944,0,0,0,0,0,0,0,0,0.0000146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68513,0.0000682,0.00000964,0.000185276,0.0000499,0.0000837,0.00000363,0.0000653,0.000195523,0.0000723,0.000022,0,0.0000184,0.00000424,0.0000543,0.0000865,0.0000572,0,0.0000269,0.000102248,0.0000106,0.0000252,0.000058,0,0.0000533,0.0000285,0.0000244,0.000118735,0.0000609,0.0000467,0.0000429,0.0000984,0.00000473,0.00000809,0.0000125,0,0.000140018,0.0000301,0,0,0.0000619,0
NOG68527,0,0,0,0,0.00000514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000847,0,0,0,0,0,0,0,0,0,0,0,0
NOG68538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68544,0,0.00000492,0,0,0,0,0,0,0,0.00000869,0.00000647,0,0,0,0,0,0,0,0,0,0,0.00000313,0,0,0.00000453,0,0,0,0,0,0,0,0.0000198,0,0,0,0,0,0,0,0
NOG68545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68547,0,0,0.0000199,0.0000103,0.000157648,0.000147539,0.0000907,0,0,0.0000866,0.000107654,0.000137979,0.000116865,0.0000203,0.000163931,0.0000207,0.000146037,0.000012,0.0000665,0.00010844,0,0.0000289,0.0000378,0,0.0000238,0.000129928,0.0000131,0.0000499,0,0,0.00000322,0.000089,0.0000185,0.0000533,0.0000189,0.0000707,0.00000889,0,0,0,0
NOG68566,0,0,0,0,0.0000558,0.0000857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68569,0,0,0,0.00000486,0.000186361,0.000191926,0.0000831,0.00000839,0.00000219,0.0000123,0.000181139,0.000292603,0.000245068,0.000128273,0.000128076,0.0000841,0.000123572,0.000122208,0.0000859,0.0000209,0.00014904,0.0000209,0.0000338,0,0.0000589,0.000154698,0.0000112,0.0000489,0.000188668,0,0,0.000174989,0,0.000202261,0.000195958,0.000180402,0.000114657,0,0,0,0
NOG68570,0,0,0,0.00000305,0.00000931,0.00000215,0,0.0000155,0.0000103,0.000333062,0,0.000011,0.00000813,0.00000247,0,0.0000143,0.00000362,0.00000396,0,0.0000278,0.00000534,0.0000857,0,0.0000222,0,0,0.00000387,0.00000565,0,0.0000237,0.0000383,0,0,0,0.00072617,0,0,0.000076,0,0,0
NOG68589,0,0,0,0,0.00000379,0,0,0,0,0.0000125,0,0,0,0,0,0.00000361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68590,0,0.0000201,0,0,0,0,0,0.00000815,0.00000199,0,0,0,0.00000548,0,0.000012,0,0,0,0.0000168,0,0.00000662,0,0.0000218,0,0,0,0,0,0,0,0,0,0.0000131,0,0,0,0,0,0,0,0
NOG68602,0,0,0,0,0.00001,0,0.00000214,0,0,0,0.00000567,0.00000206,0,0,0,0,0,0.0000124,0,0.0000189,0,0,0,0,0,0.0000165,0,0,0,0,0,0,0,0,0,0,0.0000313,0,0,0,0
NOG68611,0.0000253,0.0000146,0,0,0,0,0,0.00000567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000869,0,0,0,0,0,0,0,0,0,0,0,0.0000333,0
NOG68617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000276,0,0,0,0,0,0,0,0,0,0,0,0
NOG68622,0,0,0,0,0,0,0,0,0,0,0.00000287,0,0.00000307,0,0,0,0,0,0.00000909,0,0,0,0,0,0,0,0.0000156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68629,0,0,0,0,0.0000207,0.00000618,0.0000209,0.0000228,0,0,0,0.0000187,0.0000118,0.000115311,0.00000654,0,0.00000472,0.0000253,0.00000496,0,0,0,0,0.00000273,0,0,0,0,0,0.0000279,0,0,0,0,0,0.0000205,0,0,0,0,0
NOG68631,0,0,0,0,0.000012,0.00000218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68634,0,0,0,0,0,0,0,0,0,0.0000402,0,0.00000539,0,0,0,0,0,0.0000102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68635,0,0,0,0,0.00000621,0,0,0,0,0,0,0.00000348,0,0,0,0,0,0,0,0,0,0.0000183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68642,0,0,0.0000112,0.0000079,0.0000379,0.0000146,0.0000222,0,0.0000142,0.0000109,0.0000214,0.0000556,0.0000502,0.0000355,0.0000952,0.0000118,0.0000746,0.0000231,0.0000105,0.00000393,0.0000416,0.000039,0.0000267,0.00000501,0.0000228,0,0.00000694,0.00000234,0,0,0.0000342,0.0000663,0.0000253,0.0000818,0.0000357,0.0000459,0.0000617,0,0,0,0
NOG68647,0,0,0,0,0,0,0.0000608,0,0,0.0000307,0,0,0,0,0,0,0,0,0.0000141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68665,0,0,0,0.00000746,0,0,0,0.0000219,0.00000126,0.0000119,0,0,0,0.00000335,0.0000305,0,0,0,0.000106843,0.0000222,0,0,0,0,0,0,0,0,0,0,0,0.00000969,0,0,0,0,0,0,0,0,0
NOG68680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000409,0,0,0
NOG68682,0,0,0,0,0,0,0,0,0,0,0,0.00000676,0,0,0.0000091,0,0.0000856,0,0,0,0,0.0000051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68685,0,0,0,0,0,0,0,0,0,0.0000173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG68688,0,0,0.0000227,0.0000406,0.000199531,0.00028758,0.000102095,0.000087,0.000143738,0.0000981,0.000125021,0.000393638,0.000223409,0.000117566,0.0000728,0.0000721,0.000138504,0.0000277,0.0000467,0.0000663,0.000066,0.0000408,0.0000289,0.0000467,0.0000661,0.000253339,0.0000772,0.000257453,0.000106913,0.0000466,0.0000648,0.0000596,0.000025,0.000155544,0.000116937,0.000161686,0.0000789,0,0,0,0.00000786
NOG68689,0,0.0000417,0.0000122,0.00000304,0.00000611,0.00000515,0.0000139,0,0.0000211,0.0000732,0.00000601,0,0.00000555,0.0000234,0,0.0000789,0.00000675,0.000109597,0.000027,0,0.00000746,0.00000515,0,0.0000386,0,0,0,0.0000145,0,0,0,0,0,0,0,0.0000273,0,0,0,0,0.0000887
NOG68692,0.000143981,0.0000764,0.0000189,0.0000305,0.000025,0.00000213,0.0000147,0.0000884,0.0000129,0.0000642,0.000029,0.0000516,0.0000441,0.0000679,0.0000728,0.0000168,0.00000653,0.00000957,0.000132082,0.0000651,0.0000214,0.0000649,0.0000349,0.0000132,0.0000934,0.0000334,0.0000448,0.0000853,0.0000318,0.000125937,0.000202748,0.0000327,0.00010094,0.0000358,0.0000953,0.0000179,0.0000152,0.0000673,0,0.0000443,0.000318235
NOG68696,0,0,0,0,0,0.00000106,0.0000771,0,0.0000126,0,0.0000322,0,0.0000127,0.0000296,0,0,0.0000903,0.0000287,0,0.0000209,0.0000241,0.000015,0,0.0000105,0.000071,0,0.0000299,0.0000234,0.000077,0,0,0.0000107,0.0000459,0.0000278,0,0.0000137,0.0000168,0,0,0,0
